job_id,title,company,location,experience_band,salary_lpa,posted_date,skills_raw
JOB00352,ML Engineer,PixelForge,Pune,0-1,7.4,2026-03-18,AWS|Deep Learning|Docker|GenAI Tools|Machine Learning|Redux|SQL
JOB00353,Data Analyst,Vertex Software,Delhi NCR,1-3,9.1,2026-06-16,A/B Testing|Excel|GenAI Tools|Pandas|Python|SQL
JOB00354,ML Engineer,Pinnacle Cloud,Delhi NCR,0-1,5.9,2026-08-05,AWS|Docker|GenAI Tools|MLOps|Python|Redux|SQL|TypeScript
JOB00355,Data Engineer,Novara Systems,Bengaluru,5-8,28.0,2026-07-12,Data Warehousing|Docker|ETL|GCP|Kubernetes|SQL|Spark
JOB00356,Full Stack Developer,Northbridge Analytics,Mumbai,0-1,5.0,2026-05-02,AWS|Excel|JavaScript|Kubernetes|MongoDB|Node.js|REST API|React|SQL
JOB00357,Product Analyst,Northbridge Analytics,Bengaluru,8+,35.0,2026-06-02,A/B Testing|Excel|Power BI|Product Metrics|Python|SQL|Statistics|TypeScript
JOB00358,MERN Stack Developer,GreenPath Analytics,Delhi NCR,5-8,21.9,2026-05-21,Express.js|JavaScript|Kubernetes|MLOps|MongoDB|Node.js|REST API|React|Redux
JOB00359,Product Analyst,Corestack,Gurugram,3-5,14.2,2026-08-25,AWS|Excel|MLOps|Power BI|Python|SQL|Statistics|Tableau|TypeScript
JOB00360,DevOps Engineer,Corestack,Delhi NCR,5-8,30.1,2026-03-27,AWS|CI/CD|Docker|Excel|Jenkins|Linux|MLOps|Python|Terraform
JOB00361,Full Stack Developer,Novara Systems,Kolkata,5-8,19.1,2026-06-17,AWS|Docker|JavaScript|MLOps|React|SQL|TypeScript
JOB00362,Product Analyst,Meridian Softworks,Remote,1-3,10.9,2026-05-19,A/B Testing|Excel|Power BI|Product Metrics|Statistics
JOB00363,Full Stack Developer,Meridian Softworks,Kolkata,5-8,20.4,2026-07-24,AWS|GenAI Tools|JavaScript|React|SQL|TypeScript
JOB00364,Data Analyst,Meridian Softworks,Kolkata,5-8,25.2,2026-05-04,A/B Testing|AWS|GenAI Tools|Python|SQL|Statistics|TypeScript
JOB00365,DevOps Engineer,PixelForge,Delhi NCR,5-8,25.4,2026-08-07,AWS|CI/CD|Jenkins|Python
JOB00366,Data Engineer,CloudPeak Technologies,Mumbai,8+,49.4,2026-03-29,Data Warehousing|Docker|ETL|Excel|GCP|Python|SQL|TypeScript
JOB00367,Backend Developer,DataNest,Delhi NCR,0-1,4.3,2026-05-07,AWS|Docker|Excel|Microservices|MongoDB|Node.js|SQL|System Design
JOB00368,Data Analyst,Arclight IT,Gurugram,8+,30.9,2026-03-16,A/B Testing|Kubernetes|Looker|Power BI|Python|SQL|Statistics
JOB00369,Full Stack Developer,TrueNorth Data,Remote,5-8,27.9,2026-07-10,AWS|JavaScript|MongoDB|Node.js|React|TypeScript
JOB00370,Full Stack Developer,Corestack,Gurugram,0-1,5.0,2026-06-06,AWS|Docker|MLOps|MongoDB|Node.js|REST API|React|SQL|TypeScript
JOB00371,DevOps Engineer,Quantify Labs,Bengaluru,5-8,27.1,2026-04-17,AWS|CI/CD|Docker|Jenkins|Linux|Python
JOB00372,DevOps Engineer,BrightWave Solutions,Noida,1-3,12.0,2026-04-21,AWS|CI/CD|Excel|Jenkins|Kubernetes|Terraform
JOB00373,ML Engineer,Northbridge Analytics,Delhi NCR,1-3,8.6,2026-06-04,AWS|Deep Learning|Docker|GenAI Tools|Kubernetes|MLOps|PyTorch|Redux|SQL|TypeScript
JOB00374,Business Analyst,Quantify Labs,Pune,5-8,16.8,2026-08-19,AWS|Excel|Jira|Kubernetes|MLOps|Requirements Gathering|SQL|Stakeholder Management|Statistics|TypeScript
JOB00375,Product Analyst,Corestack,Hyderabad,5-8,18.5,2026-04-09,A/B Testing|Excel|Power BI|Python|SQL|Statistics|Tableau
JOB00376,ML Engineer,GreenPath Analytics,Gurugram,0-1,6.6,2026-07-11,AWS|Excel|GenAI Tools|Jenkins|Kubernetes|MLOps|Machine Learning|PyTorch|Redux|SQL
JOB00377,MERN Stack Developer,Vertex Software,Mumbai,3-5,16.4,2026-03-16,AWS|Excel|GenAI Tools|JWT|Node.js|Redux|TypeScript
JOB00378,Product Analyst,TrueNorth Data,Pune,3-5,11.7,2026-05-13,Excel|GenAI Tools|Jenkins|Kubernetes|Power BI|Python|Redux|SQL|Tableau
JOB00379,MERN Stack Developer,PixelForge,Gurugram,1-3,7.4,2026-05-14,AWS|Excel|GenAI Tools|MLOps|MongoDB|REST API|React|TypeScript
JOB00380,Product Analyst,Novara Systems,Mumbai,3-5,11.4,2026-05-31,A/B Testing|AWS|Power BI|Redux|SQL|Statistics|TypeScript
JOB00381,DevOps Engineer,PixelForge,Chennai,1-3,9.6,2026-05-14,CI/CD|Docker|Excel|GCP|Jenkins
JOB00382,Product Analyst,DataNest,Delhi NCR,0-1,4.0,2026-08-17,A/B Testing|AWS|GenAI Tools|Power BI|Product Metrics|Python|SQL|Statistics|Tableau|TypeScript
JOB00383,DevOps Engineer,Skyline InfoTech,Kolkata,1-3,6.9,2026-05-31,CI/CD|GCP|Jenkins|Kubernetes|Linux|MLOps|Redux|Terraform|TypeScript
JOB00384,ML Engineer,Innotech Systems,Bengaluru,3-5,23.2,2026-05-15,AWS|Deep Learning|Docker|Machine Learning|PyTorch|Python|SQL
JOB00385,Data Scientist,CloudPeak Technologies,Pune,1-3,11.9,2026-04-10,Deep Learning|Jenkins|Kubernetes|Pandas|Python|Scikit-learn
JOB00386,Product Analyst,CloudPeak Technologies,Delhi NCR,8+,28.9,2026-06-25,A/B Testing|AWS|MLOps|Python|Redux|Statistics|Tableau
JOB00387,Product Analyst,Arclight IT,Noida,5-8,18.3,2026-04-19,A/B Testing|MLOps|Product Metrics|Statistics|Tableau
JOB00388,DevOps Engineer,Meridian Softworks,Pune,3-5,20.3,2026-03-08,AWS|CI/CD|Jenkins|Python|Terraform
JOB00389,Business Analyst,Fintara,Delhi NCR,1-3,7.3,2026-06-22,Excel|GenAI Tools|Jira|Kubernetes|SQL|Stakeholder Management|Statistics|TypeScript
JOB00390,Business Analyst,Ironclad Technologies,Remote,3-5,9.9,2026-07-18,AWS|Excel|Jenkins|Jira|Kubernetes|Requirements Gathering|SQL|Stakeholder Management|Statistics|Tableau
JOB00391,Full Stack Developer,Ironclad Technologies,Hyderabad,5-8,19.0,2026-04-12,Docker|Excel|Jenkins|REST API|SQL|TypeScript
JOB00392,Product Analyst,Pinnacle Cloud,Gurugram,5-8,24.2,2026-04-05,A/B Testing|AWS|Kubernetes|MLOps|Power BI|Product Metrics|Statistics|Tableau|TypeScript
JOB00393,DevOps Engineer,PixelForge,Gurugram,3-5,12.1,2026-06-18,AWS|Docker|Excel|GenAI Tools|Jenkins|Kubernetes|Linux|MLOps|Python|Terraform
JOB00394,Business Analyst,GreenPath Analytics,Chennai,3-5,13.2,2026-04-30,Excel|Jira|Power BI|Requirements Gathering|SQL|Stakeholder Management
JOB00395,Backend Developer,ByteBloom,Noida,1-3,7.7,2026-04-03,AWS|Excel|Jenkins|Kubernetes|MLOps|MongoDB|Node.js|REST API|System Design
JOB00396,Data Engineer,Lumen Digital,Delhi NCR,5-8,22.7,2026-05-01,AWS|Airflow|GCP|Python|Redux|SQL|Spark
JOB00397,Backend Developer,Arclight IT,Chennai,8+,39.3,2026-08-29,AWS|GenAI Tools|MLOps|Microservices|MongoDB|REST API|Redis|Redux|SQL|System Design
JOB00398,Data Engineer,Quantify Labs,Delhi NCR,3-5,17.0,2026-04-20,Airflow|Data Warehousing|Docker|ETL|Kubernetes|SQL
JOB00399,Data Engineer,Meridian Softworks,Delhi NCR,3-5,15.6,2026-05-27,AWS|Data Warehousing|Docker|ETL|GenAI Tools|Kafka|MLOps|Python|SQL
JOB00400,DevOps Engineer,Northbridge Analytics,Bengaluru,1-3,10.6,2026-06-03,AWS|Excel|GenAI Tools|Jenkins|Kubernetes|Python|Terraform
JOB00401,Backend Developer,Corestack,Remote,5-8,21.2,2026-06-02,AWS|Docker|GenAI Tools|Kubernetes|MLOps|Microservices|Node.js|TypeScript
JOB00402,Product Analyst,TrueNorth Data,Kolkata,8+,30.7,2026-03-02,A/B Testing|AWS|Jenkins|Power BI|Product Metrics|Python|Statistics|Tableau
JOB00403,Business Analyst,TrueNorth Data,Pune,5-8,24.4,2026-07-10,AWS|Excel|Kubernetes|MLOps|Power BI|Redux|Requirements Gathering|SQL|Stakeholder Management|Statistics|Tableau
JOB00404,Backend Developer,Skyline InfoTech,Hyderabad,1-3,11.8,2026-07-15,AWS|Microservices|MongoDB|Node.js|SQL|System Design
JOB00405,Data Scientist,CloudPeak Technologies,Mumbai,3-5,19.1,2026-04-29,Deep Learning|Excel|GenAI Tools|Jenkins|Kubernetes|MLOps|Machine Learning|PyTorch|Python|SQL|Scikit-learn
JOB00406,Data Scientist,Meridian Softworks,Pune,3-5,14.1,2026-04-01,Deep Learning|GenAI Tools|Kubernetes|Machine Learning|Pandas|Redux|SQL|Scikit-learn|Statistics
JOB00407,Product Analyst,Pinnacle Cloud,Remote,1-3,9.7,2026-07-09,A/B Testing|AWS|Excel|Jenkins|Product Metrics|Python|SQL|Statistics|Tableau|TypeScript
JOB00408,ML Engineer,Corestack,Hyderabad,1-3,9.6,2026-07-28,Docker|GenAI Tools|MLOps|Machine Learning|PyTorch|TypeScript
JOB00409,DevOps Engineer,Northbridge Analytics,Delhi NCR,3-5,15.8,2026-07-10,AWS|GCP|GenAI Tools|Jenkins|Python|Terraform|TypeScript
JOB00410,Data Scientist,GreenPath Analytics,Chennai,1-3,10.2,2026-07-14,AWS|GenAI Tools|Kubernetes|PyTorch|Python|Redux|SQL|Statistics
JOB00411,ML Engineer,DataNest,Noida,1-3,13.6,2026-03-04,Deep Learning|Docker|GenAI Tools|Jenkins|Kubernetes|Python
JOB00412,DevOps Engineer,Quantify Labs,Delhi NCR,5-8,18.8,2026-07-26,AWS|CI/CD|Excel|GenAI Tools|Jenkins|Kubernetes|Terraform|TypeScript
JOB00413,Data Analyst,CloudPeak Technologies,Hyderabad,3-5,11.9,2026-03-12,Looker|Power BI|Python|SQL
JOB00414,Data Scientist,DataNest,Hyderabad,0-1,7.4,2026-06-28,GenAI Tools|Kubernetes|MLOps|Machine Learning|Pandas|Statistics
JOB00415,Data Scientist,Pinnacle Cloud,Gurugram,1-3,10.6,2026-08-22,Deep Learning|GenAI Tools|Kubernetes|Machine Learning|PyTorch|SQL|Statistics|TypeScript
JOB00416,Data Analyst,Ironclad Technologies,Delhi NCR,5-8,24.9,2026-03-23,A/B Testing|Excel|GenAI Tools|Kubernetes|Power BI|SQL|Statistics|TypeScript
JOB00417,Backend Developer,Fintara,Bengaluru,3-5,15.6,2026-07-17,AWS|MLOps|MongoDB|Node.js|REST API|Redis|SQL|System Design
JOB00418,Data Engineer,Innotech Systems,Pune,0-1,4.8,2026-05-29,Airflow|Excel|GCP|Kubernetes|MLOps|Python|SQL|Spark
JOB00419,Full Stack Developer,BrightWave Solutions,Delhi NCR,1-3,10.8,2026-06-13,AWS|Docker|MLOps|MongoDB|React|Redux|SQL
JOB00420,Full Stack Developer,Corestack,Noida,3-5,18.6,2026-03-28,AWS|Docker|Excel|MongoDB|Redux|SQL|TypeScript
JOB00421,Backend Developer,Skyline InfoTech,Pune,8+,47.6,2026-08-24,AWS|GenAI Tools|Kubernetes|MLOps|Microservices|MongoDB|Node.js|REST API|System Design
JOB00422,Backend Developer,Novara Systems,Pune,3-5,15.0,2026-05-07,AWS|Excel|MLOps|Microservices|Redis|SQL|System Design
JOB00423,Data Engineer,Ironclad Technologies,Delhi NCR,3-5,14.4,2026-06-29,AWS|Docker|ETL|Kafka|Python|Redux|SQL
JOB00424,MERN Stack Developer,TrueNorth Data,Pune,3-5,11.3,2026-05-09,AWS|Express.js|JWT|JavaScript|Jenkins|REST API|React|Redux|TypeScript
JOB00425,Full Stack Developer,Corestack,Pune,5-8,23.0,2026-04-01,GenAI Tools|Jenkins|Kubernetes|MongoDB|Node.js|REST API|React|SQL|TypeScript
JOB00426,Product Analyst,DataNest,Bengaluru,0-1,6.3,2026-03-16,GenAI Tools|Jenkins|Kubernetes|Power BI|Python|SQL|Statistics
JOB00427,Data Scientist,Innotech Systems,Delhi NCR,1-3,9.7,2026-06-03,Deep Learning|Excel|GenAI Tools|MLOps|Pandas|SQL|Scikit-learn
JOB00428,Backend Developer,Innotech Systems,Noida,3-5,11.0,2026-07-06,AWS|Kubernetes|Microservices|Node.js|REST API|SQL|TypeScript
JOB00429,Backend Developer,Meridian Softworks,Bengaluru,5-8,25.6,2026-08-24,AWS|Docker|Jenkins|Kubernetes|MLOps|MongoDB|Node.js|Redis|System Design
JOB00430,Data Engineer,Pinnacle Cloud,Noida,5-8,22.7,2026-07-09,Data Warehousing|GCP|Kubernetes|Python|Spark
JOB00431,Data Engineer,Northbridge Analytics,Gurugram,0-1,5.7,2026-08-28,Data Warehousing|ETL|Kafka|MLOps|Spark
JOB00432,Backend Developer,Pinnacle Cloud,Noida,5-8,19.1,2026-06-18,AWS|Docker|GenAI Tools|Kubernetes|Microservices|MongoDB|Redis|System Design|TypeScript
JOB00433,Backend Developer,Fintara,Bengaluru,8+,40.5,2026-06-13,AWS|Jenkins|MLOps|Microservices|Node.js|Redis
JOB00434,Data Scientist,TrueNorth Data,Hyderabad,5-8,35.0,2026-04-27,Excel|GenAI Tools|MLOps|Machine Learning|Pandas|PyTorch|SQL|Scikit-learn
JOB00435,Product Analyst,CloudPeak Technologies,Pune,3-5,17.6,2026-07-07,AWS|Excel|Kubernetes|Power BI|Product Metrics|Python|SQL|Statistics|Tableau
JOB00436,Data Analyst,Fintara,Mumbai,1-3,6.3,2026-05-26,Excel|GenAI Tools|Looker|MLOps|Pandas|Python|Statistics|Tableau
JOB00437,MERN Stack Developer,DataNest,Pune,3-5,11.9,2026-05-20,Express.js|JWT|JavaScript|MongoDB|Node.js|REST API|React|TypeScript
JOB00438,Data Analyst,Novara Systems,Bengaluru,1-3,11.0,2026-03-10,AWS|GenAI Tools|Looker|Pandas|Power BI|Python|Redux|Statistics
JOB00439,Data Scientist,ByteBloom,Gurugram,1-3,11.2,2026-06-27,Excel|MLOps|Machine Learning|Pandas|PyTorch|Python|Statistics|TypeScript
JOB00440,Full Stack Developer,Skyline InfoTech,Pune,1-3,7.3,2026-03-23,JavaScript|MongoDB|Node.js|React|SQL|TypeScript
JOB00441,Business Analyst,Vertex Software,Kolkata,1-3,7.1,2026-06-18,Excel|GenAI Tools|Jenkins|Jira|Kubernetes|MLOps|Power BI|Requirements Gathering|SQL|Stakeholder Management
JOB00442,DevOps Engineer,Innotech Systems,Delhi NCR,1-3,8.0,2026-03-09,CI/CD|Docker|Excel|GCP|Kubernetes|Python|Redux|Terraform
JOB00443,MERN Stack Developer,CloudPeak Technologies,Noida,8+,35.2,2026-06-18,AWS|Express.js|JavaScript|Jenkins|Kubernetes|REST API|TypeScript
JOB00444,Data Engineer,Northbridge Analytics,Mumbai,3-5,15.9,2026-04-19,Airflow|Docker|ETL|GenAI Tools|Python|Redux|Spark
JOB00445,Backend Developer,Meridian Softworks,Chennai,8+,45.2,2026-07-20,AWS|Docker|GenAI Tools|Microservices|Node.js|Redis
JOB00446,Data Scientist,Pinnacle Cloud,Mumbai,5-8,21.9,2026-06-09,AWS|Deep Learning|MLOps|Python|SQL|Statistics
JOB00447,Data Analyst,PixelForge,Chennai,3-5,17.1,2026-03-26,A/B Testing|AWS|GenAI Tools|Pandas|Power BI|Redux|SQL|Tableau
JOB00448,Business Analyst,Northbridge Analytics,Delhi NCR,8+,33.4,2026-05-13,AWS|Excel|Jira|MLOps|Requirements Gathering|SQL|Statistics|Tableau
JOB00449,Data Engineer,Arclight IT,Pune,3-5,20.5,2026-07-02,Airflow|GCP|GenAI Tools|Kafka|SQL
JOB00450,DevOps Engineer,Quantify Labs,Chennai,3-5,19.3,2026-08-23,AWS|Docker|GCP|Kubernetes|MLOps|Python|Terraform|TypeScript
JOB00451,Data Scientist,Novara Systems,Delhi NCR,1-3,8.1,2026-04-08,GenAI Tools|Jenkins|MLOps|Pandas|PyTorch|Python|Scikit-learn|Statistics
JOB00452,ML Engineer,Arclight IT,Delhi NCR,3-5,19.8,2026-03-28,AWS|GenAI Tools|Jenkins|Machine Learning|Python
JOB00453,ML Engineer,Meridian Softworks,Delhi NCR,5-8,27.4,2026-03-02,Deep Learning|Excel|MLOps|Machine Learning|Python|SQL
JOB00454,DevOps Engineer,PixelForge,Pune,1-3,9.4,2026-07-18,AWS|CI/CD|Docker|GCP|Jenkins|Kubernetes|Linux|MLOps|Terraform
JOB00455,MERN Stack Developer,Northbridge Analytics,Delhi NCR,5-8,23.1,2026-04-15,AWS|GenAI Tools|MongoDB|Node.js|React|TypeScript
JOB00456,Data Engineer,Pinnacle Cloud,Delhi NCR,3-5,18.1,2026-03-28,Excel|GCP|GenAI Tools|Kafka|Redux|SQL|Spark
JOB00457,Business Analyst,Skyline InfoTech,Delhi NCR,3-5,11.1,2026-06-01,AWS|GenAI Tools|Jenkins|Kubernetes|MLOps|Power BI|Redux|Requirements Gathering|SQL|Tableau
JOB00458,ML Engineer,Ironclad Technologies,Delhi NCR,0-1,6.7,2026-04-03,AWS|Deep Learning|Docker|GenAI Tools|PyTorch|Python|SQL
JOB00459,Business Analyst,Northbridge Analytics,Mumbai,5-8,21.3,2026-03-24,Excel|MLOps|Redux|Requirements Gathering|SQL|Tableau|TypeScript
JOB00460,Data Engineer,CloudPeak Technologies,Bengaluru,1-3,10.6,2026-07-08,Airflow|Data Warehousing|ETL|Excel|Jenkins|Kafka|Kubernetes|MLOps|Python|SQL
JOB00461,Business Analyst,ByteBloom,Gurugram,3-5,16.6,2026-06-05,Excel|GenAI Tools|Kubernetes|Power BI|Requirements Gathering|Stakeholder Management|Statistics
JOB00462,DevOps Engineer,Arclight IT,Pune,1-3,12.6,2026-08-03,AWS|Docker|GenAI Tools|Jenkins|Kubernetes|Linux|MLOps|Python|Terraform
JOB00463,Business Analyst,Innotech Systems,Mumbai,3-5,11.6,2026-06-24,Jira|MLOps|Power BI|Redux|Requirements Gathering|SQL|Stakeholder Management|Tableau|TypeScript
JOB00464,MERN Stack Developer,TrueNorth Data,Kolkata,3-5,14.1,2026-08-05,AWS|JWT|JavaScript|MLOps|Node.js|TypeScript
JOB00465,Data Engineer,Northbridge Analytics,Remote,3-5,20.7,2026-05-23,AWS|Airflow|Data Warehousing|Docker|ETL|Excel|Jenkins|MLOps|Redux|Spark|TypeScript
JOB00466,Full Stack Developer,Arclight IT,Bengaluru,0-1,5.5,2026-07-15,AWS|GenAI Tools|MLOps|Node.js|React|SQL|TypeScript
JOB00467,Data Analyst,Vertex Software,Kolkata,3-5,11.0,2026-07-27,A/B Testing|AWS|GenAI Tools|Kubernetes|Power BI|Python|Redux|Statistics|TypeScript
JOB00468,Data Analyst,Corestack,Bengaluru,0-1,3.9,2026-08-09,A/B Testing|Excel|GenAI Tools|MLOps|Power BI|Python|SQL|Tableau|TypeScript
JOB00469,Data Scientist,Corestack,Delhi NCR,1-3,9.3,2026-06-21,Deep Learning|GenAI Tools|Kubernetes|MLOps|Machine Learning|Python|Scikit-learn|TypeScript
JOB00470,Data Scientist,Novara Systems,Delhi NCR,3-5,13.9,2026-08-17,AWS|GenAI Tools|MLOps|PyTorch|Python|Redux|SQL
JOB00471,Backend Developer,DataNest,Kolkata,5-8,22.7,2026-05-04,AWS|Docker|Microservices|MongoDB|Node.js|REST API|System Design|TypeScript
JOB00472,Product Analyst,Arclight IT,Gurugram,3-5,17.8,2026-07-05,AWS|Excel|Power BI|Python|Redux|SQL|Tableau
JOB00473,Data Engineer,PixelForge,Delhi NCR,5-8,20.3,2026-06-09,Airflow|Docker|ETL|GCP|Kafka|Kubernetes|Python|SQL|TypeScript
JOB00474,Product Analyst,Innotech Systems,Noida,0-1,5.4,2026-03-26,A/B Testing|Excel|SQL|Statistics|Tableau|TypeScript
JOB00475,Data Analyst,PixelForge,Delhi NCR,0-1,3.9,2026-06-25,GenAI Tools|Power BI|Python|SQL|Statistics
JOB00476,Data Scientist,PixelForge,Pune,5-8,22.5,2026-05-12,Pandas|PyTorch|SQL|Statistics
JOB00477,Backend Developer,CloudPeak Technologies,Chennai,1-3,12.0,2026-03-20,Excel|Jenkins|MLOps|Microservices|MongoDB|Node.js|REST API|SQL|System Design
JOB00478,Product Analyst,Novara Systems,Bengaluru,0-1,5.8,2026-04-27,A/B Testing|Excel|GenAI Tools|Power BI|Python|SQL|Statistics
JOB00479,Data Engineer,ByteBloom,Bengaluru,3-5,13.5,2026-08-06,AWS|Docker|ETL|MLOps|Spark|TypeScript
JOB00480,DevOps Engineer,Ironclad Technologies,Pune,3-5,20.6,2026-08-17,CI/CD|GCP|Jenkins|Kubernetes|Linux|MLOps|Python
JOB00481,Data Scientist,PixelForge,Noida,5-8,34.8,2026-04-26,GenAI Tools|MLOps|Machine Learning|Redux|SQL|TypeScript
JOB00482,MERN Stack Developer,GreenPath Analytics,Gurugram,3-5,13.6,2026-03-26,AWS|GenAI Tools|MongoDB|React|Redux
JOB00483,Full Stack Developer,Lumen Digital,Pune,5-8,18.8,2026-08-28,AWS|GenAI Tools|JavaScript|Kubernetes|MLOps|React|Redux|SQL|TypeScript
JOB00484,ML Engineer,TrueNorth Data,Pune,8+,33.5,2026-05-24,AWS|Deep Learning|MLOps|Machine Learning|PyTorch|TypeScript
JOB00485,Data Engineer,PixelForge,Kolkata,3-5,18.1,2026-04-28,Docker|Excel|GCP|Kafka|Kubernetes|SQL
JOB00486,Data Scientist,Lumen Digital,Bengaluru,1-3,11.8,2026-04-24,Deep Learning|GenAI Tools|MLOps|Machine Learning|Pandas|PyTorch|Python|SQL|Statistics
JOB00487,Data Engineer,Skyline InfoTech,Kolkata,1-3,8.1,2026-07-05,AWS|Airflow|Docker|ETL|GCP|Jenkins|MLOps|Python|SQL
JOB00488,Backend Developer,Skyline InfoTech,Bengaluru,1-3,10.3,2026-07-10,AWS|Docker|Microservices|MongoDB|Node.js|REST API|System Design
JOB00489,Data Analyst,Meridian Softworks,Hyderabad,0-1,4.9,2026-08-11,A/B Testing|GenAI Tools|Looker|MLOps|Power BI|Statistics|TypeScript
JOB00490,Data Engineer,ByteBloom,Mumbai,1-3,7.4,2026-06-29,AWS|Docker|ETL|GCP|Kafka|Python|Redux|SQL
JOB00491,MERN Stack Developer,CloudPeak Technologies,Noida,1-3,9.8,2026-05-22,Express.js|JavaScript|MongoDB|Node.js|React|Redux|TypeScript
JOB00492,MERN Stack Developer,Skyline InfoTech,Noida,3-5,17.2,2026-03-01,AWS|Express.js|JavaScript|MongoDB|REST API|React|Redux|TypeScript
JOB00493,Product Analyst,ByteBloom,Hyderabad,8+,28.2,2026-04-01,A/B Testing|Excel|Jenkins|MLOps|Power BI|Product Metrics|SQL|Tableau
JOB00494,Data Analyst,Pinnacle Cloud,Hyderabad,1-3,10.2,2026-06-21,Excel|GenAI Tools|Looker|Pandas|SQL|Statistics
JOB00495,Full Stack Developer,Quantify Labs,Gurugram,1-3,7.2,2026-08-18,AWS|GenAI Tools|Kubernetes|MLOps|Node.js|REST API|SQL|TypeScript
JOB00496,Data Analyst,Novara Systems,Hyderabad,8+,37.3,2026-03-14,A/B Testing|AWS|Excel|GenAI Tools|Looker|MLOps|Pandas|Python|Statistics
JOB00497,DevOps Engineer,Arclight IT,Bengaluru,5-8,22.2,2026-08-16,AWS|Docker|GCP|GenAI Tools|Jenkins|Kubernetes|MLOps|Redux|Terraform
JOB00498,Business Analyst,Meridian Softworks,Kolkata,5-8,17.5,2026-06-27,Excel|GenAI Tools|Jira|MLOps|Requirements Gathering|SQL|Stakeholder Management|Statistics|Tableau
JOB00499,ML Engineer,GreenPath Analytics,Hyderabad,1-3,13.2,2026-07-14,Deep Learning|Docker|GenAI Tools|Kubernetes|MLOps|Machine Learning|PyTorch|SQL|TypeScript
JOB00500,DevOps Engineer,Innotech Systems,Hyderabad,0-1,4.7,2026-07-26,AWS|Docker|GCP|Jenkins|Kubernetes|Linux|MLOps|Terraform|TypeScript
JOB00501,Data Scientist,Ironclad Technologies,Hyderabad,1-3,11.3,2026-04-09,AWS|Deep Learning|GenAI Tools|Jenkins|MLOps|Machine Learning|Pandas|Redux|SQL|Statistics|TypeScript
JOB00502,Product Analyst,Pinnacle Cloud,Hyderabad,0-1,4.5,2026-03-04,A/B Testing|Excel|GenAI Tools|MLOps|Power BI|Tableau
JOB00503,Backend Developer,ByteBloom,Gurugram,0-1,4.7,2026-07-19,AWS|Docker|Excel|GenAI Tools|Jenkins|Microservices|MongoDB|Node.js|REST API|Redux|System Design|TypeScript
JOB00504,Full Stack Developer,Northbridge Analytics,Delhi NCR,1-3,7.4,2026-08-12,Docker|JavaScript|Kubernetes|MLOps|MongoDB|REST API|React|TypeScript
JOB00505,ML Engineer,Fintara,Bengaluru,5-8,33.8,2026-07-16,AWS|Deep Learning|Docker|GenAI Tools|Kubernetes|MLOps|Machine Learning|PyTorch|SQL
JOB00506,Business Analyst,CloudPeak Technologies,Chennai,3-5,14.5,2026-03-14,Excel|Jira|Redux|Requirements Gathering|SQL|Stakeholder Management|Statistics|Tableau
JOB00507,DevOps Engineer,PixelForge,Bengaluru,1-3,7.0,2026-05-06,AWS|CI/CD|Docker|Excel|GCP|GenAI Tools|Jenkins|Python|Terraform
JOB00508,ML Engineer,Innotech Systems,Delhi NCR,3-5,22.7,2026-06-05,Deep Learning|Docker|Jenkins|Kubernetes|MLOps|Machine Learning|Python|SQL
JOB00509,Business Analyst,ByteBloom,Delhi NCR,1-3,7.6,2026-04-20,Excel|Jira|Kubernetes|MLOps|Power BI|Redux|Requirements Gathering|SQL|Statistics|Tableau
JOB00510,Full Stack Developer,Lumen Digital,Bengaluru,3-5,13.8,2026-04-01,AWS|Docker|Excel|JavaScript|MongoDB|REST API|Redux
JOB00511,Data Scientist,Fintara,Delhi NCR,5-8,27.3,2026-03-26,Deep Learning|GenAI Tools|MLOps|Python|Statistics|TypeScript
JOB00512,Business Analyst,Quantify Labs,Pune,5-8,20.4,2026-06-12,Excel|GenAI Tools|MLOps|Requirements Gathering|SQL|Stakeholder Management|Statistics|Tableau|TypeScript
JOB00513,Backend Developer,Fintara,Delhi NCR,5-8,27.4,2026-07-19,AWS|Docker|GenAI Tools|MongoDB|Node.js|Redis|SQL|System Design|TypeScript
JOB00514,Business Analyst,ByteBloom,Remote,3-5,13.8,2026-08-23,AWS|Excel|Jira|Kubernetes|Power BI|Requirements Gathering|Stakeholder Management|Statistics|Tableau|TypeScript
JOB00515,Backend Developer,Innotech Systems,Delhi NCR,3-5,14.8,2026-07-03,AWS|GenAI Tools|Jenkins|Kubernetes|MLOps|Microservices|MongoDB|REST API|Redis|SQL|System Design|TypeScript
JOB00516,Data Analyst,PixelForge,Bengaluru,1-3,8.0,2026-04-21,Excel|Kubernetes|Looker|Pandas|Python|Redux|Tableau
JOB00517,Data Scientist,Corestack,Remote,3-5,13.9,2026-04-01,AWS|Deep Learning|GenAI Tools|MLOps|Machine Learning|Pandas|PyTorch|SQL
JOB00518,ML Engineer,Arclight IT,Chennai,8+,42.2,2026-07-08,AWS|Docker|GenAI Tools|Kubernetes|MLOps|PyTorch|Python|SQL
JOB00519,Product Analyst,Pinnacle Cloud,Mumbai,5-8,25.5,2026-03-10,A/B Testing|AWS|Excel|GenAI Tools|Power BI|Product Metrics|Python|SQL|Tableau
JOB00520,Data Analyst,Pinnacle Cloud,Bengaluru,3-5,10.1,2026-07-13,GenAI Tools|Power BI|Python|Tableau|TypeScript
